name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),soup
New Bombay Vada Pav,No,No,3.4,61,Rajajinagar,Quick Bites,Fast Food,150,Delivery,Malleshwaram,fast food quick bites malleshwaram
Rashtrakutas,Yes,Yes,3.9,402,HSR,Casual Dining,"South Indian, Biryani, North Indian",800,Delivery,BTM,south indian biryani north indian casual dining btm
New Kadai,No,No,3.3,18,RT Nagar,Quick Bites,"North Indian, Chinese",400,Dine-out,Frazer Town,north indian chinese quick bites frazertown
Potpourri Kitchen,Yes,No,3.6,11,Marathahalli,Casual Dining,"South Indian, Mughlai, North Indian, Beverages",500,Delivery,Brookefield,south indian mughlai north indian beverages casual dining brookefield
Lincoln Bistro,Yes,No,4.3,252,New BEL Road,Casual Dining,"North Indian, Mughlai, Asian, Chinese",800,Delivery,New BEL Road,north indian mughlai asian chinese casual dining newbelroad
New Kudla Family Resturant,Yes,No,3.2,4,MG Road,Quick Bites,"North Indian, Chinese",450,Delivery,Brigade Road,north indian chinese quick bites brigaderoad
Kofabell,No,No,3.2,4,Marathahalli,Casual Dining,North Indian,500,Dine-out,Marathahalli,north indian casual dining marathahalli
SRI Rajarajeswari Andhra Mess,No,No,3.700448817952718,0,Whitefield,Quick Bites,South Indian,200,Dine-out,Whitefield,south indian quick bites whitefield
Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,South Indian,150,Delivery,Banashankari,south indian quick bites banashankari
Deepam Tiffins,No,No,3.700448817952718,0,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,BTM,south indian north indian chinese quick bites btm
Rescafe,No,No,3.8,41,Residency Road,Quick Bites,Beverages,100,Delivery,Brigade Road,beverages quick bites brigaderoad
InAzia - Sheraton Grand Bengaluru Whitefield Hotel &...,No,Yes,4.3,246,Whitefield,Casual Dining,"Asian, Chinese","2,500",Dine-out,Whitefield,asian chinese casual dining whitefield
12th Main - Grand Mercure,No,Yes,4.1,353,Koramangala 3rd Block,Fine Dining,"European, Asian","2,000",Buffet,BTM,european asian fine dining btm
Daily Bread,No,No,3.2,63,JP Nagar,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Delivery,Bannerghatta Road,bakery fast food italian bakery quick bites bannerghattaroad
Fogg,No,Yes,3.700448817952718,0,BTM,Quick Bites,"Fast Food, Chinese",200,Delivery,BTM,fast food chinese quick bites btm
Hide Out Cafe,No,No,3.7,31,Banashankari,Cafe,Cafe,300,Cafes,Banashankari,cafe cafe banashankari
Hotel Gowdru Mane,No,No,3.700448817952718,0,Banaswadi,Quick Bites,"South Indian, Mangalorean, Chinese, Juices",400,Delivery,Kalyan Nagar,south indian mangalorean chinese juices quick bites kalyannagar
Tandoor Merchant,Yes,No,3.4,22,BTM,"Takeaway, Delivery","North Indian, Chinese, Fast Food",500,Delivery,BTM,north indian chinese fast food takeaway delivery btm
Kabab Center,No,No,3.700448817952718,0,Malleshwaram,Quick Bites,"Biryani, Kebab",300,Delivery,Malleshwaram,biryani kebab quick bites malleshwaram
Panchavati Gaurav Thali,Yes,Yes,4.0,929,Brigade Road,Casual Dining,"Rajasthani, Gujarati",800,Buffet,Brigade Road,rajasthani gujarati casual dining brigaderoad
Madhu's kitchen,No,No,3.700448817952718,0,Frazer Town,Delivery,North Indian,450,Delivery,Frazer Town,north indian delivery frazertown
Richbite Catering,No,No,3.700448817952718,0,Bommanahalli,Delivery,Andhra,300,Delivery,BTM,andhra delivery btm
Waah Chef,No,No,3.700448817952718,0,Whitefield,Casual Dining,"Biryani, Mughlai, Chinese, North Indian",600,Dine-out,Brookefield,biryani mughlai chinese north indian casual dining brookefield
Bangalore Express,No,No,3.700448817952718,0,Thippasandra,"Takeaway, Delivery","Bengali, Chinese, Seafood",300,Delivery,Indiranagar,bengali chinese seafood takeaway delivery indiranagar
Kulcha Kulture,Yes,No,3.4,13,Indiranagar,Delivery,North Indian,400,Delivery,Indiranagar,north indian delivery indiranagar
Banashankari Restaurant,Yes,No,3.700448817952718,0,New BEL Road,Quick Bites,South Indian,400,Delivery,Malleshwaram,south indian quick bites malleshwaram
Waffle Stories,Yes,No,4.0,69,BTM,Dessert Parlor,"Desserts, Beverages",300,Delivery,Bannerghatta Road,desserts beverages dessert parlor bannerghattaroad
Shree Balaji 99 Variety Dosa & Pav Bhaji,No,No,3.700448817952718,0,Marathahalli,Quick Bites,"South Indian, Street Food",150,Dine-out,Brookefield,south indian street food quick bites brookefield
The Whiskey Bar,No,Yes,3.7,43,Race Course Road,Bar,"Finger Food, North Indian","2,800",Dine-out,Brigade Road,finger food north indian bar brigaderoad
The Tiffin Express,No,No,2.6,16,Koramangala 4th Block,Quick Bites,South Indian,250,Dine-out,Koramangala 4th Block,south indian quick bites koramangala thblock
Vi Ra's Bar and Restaurant,No,No,3.3,62,Banashankari,Bar,"South Indian, North Indian, Chinese",800,Delivery,Banashankari,south indian north indian chinese bar banashankari
New Nalapakam,No,No,3.700448817952718,0,Electronic City,Casual Dining,South Indian,500,Dine-out,Electronic City,south indian casual dining electroniccity
Combo Biriyani,Yes,No,2.9,6,Whitefield,Delivery,Biryani,400,Delivery,Brookefield,biryani delivery brookefield
Raaga,Yes,Yes,3.8,297,Indiranagar,Casual Dining,"North Indian, Chinese, Continental","1,200",Delivery,Brigade Road,north indian chinese continental casual dining brigaderoad
Hotel Coorg Style,No,No,3.1,9,JP Nagar,Quick Bites,South Indian,350,Dine-out,JP Nagar,south indian quick bites jpnagar
Gowdru Hatti Nati Style,No,No,3.700448817952718,0,Bannerghatta Road,Quick Bites,"South Indian, Chinese, Biryani",350,Delivery,Bannerghatta Road,south indian chinese biryani quick bites bannerghattaroad
"Vindhwashni Bakers, Confectioner & Florist",Yes,No,3.700448817952718,0,Whitefield,Bakery,"Bakery, Desserts",400,Delivery,Brookefield,bakery desserts bakery brookefield
Anand Sagar Inn,No,No,3.3,6,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out,Banashankari,south indian north indian chinese casual dining banashankari
Nandhana Mithai,No,No,3.700448817952718,0,Bannerghatta Road,Sweet Shop,"Mithai, Desserts",500,Desserts,Bannerghatta Road,mithai desserts sweet shop bannerghattaroad
New Kairali Restaurant,Yes,No,3.7,93,Kammanahalli,Quick Bites,"Kerala, South Indian",400,Delivery,Frazer Town,kerala south indian quick bites frazertown
Cafe Qissa,No,No,3.3,5,Kalyan Nagar,Quick Bites,"Burger, Cafe, Drinks Only, Juices",100,Cafes,Kalyan Nagar,burger cafe drinks only juices quick bites kalyannagar
Hatch,Yes,Yes,4.1,469,Malleshwaram,"Casual Dining, Bar","North Indian, Mangalorean, Seafood","1,200",Delivery,Malleshwaram,north indian mangalorean seafood casual dining bar malleshwaram
Cafe Cosy,No,Yes,4.1,102,Jayanagar,Cafe,"Cafe, Chinese, Continental, Fast Food",800,Cafes,Basavanagudi,cafe chinese continental fast food cafe basavanagudi
Hotel Rajesh,No,No,3.5,9,Sadashiv Nagar,Quick Bites,South Indian,350,Dine-out,Malleshwaram,south indian quick bites malleshwaram
Sree Sagar,Yes,No,3.700448817952718,0,Banashankari,Quick Bites,South Indian,200,Delivery,Banashankari,south indian quick bites banashankari
Kadai Restaurant,Yes,No,2.9,27,Hennur,Quick Bites,"North Indian, Mughlai, Chinese",350,Delivery,Kalyan Nagar,north indian mughlai chinese quick bites kalyannagar
MealBox Inc.,Yes,No,4.0,34,Marathahalli,Casual Dining,North Indian,800,Delivery,Brookefield,north indian casual dining brookefield
Grab 'n' Dash,No,No,3.700448817952718,0,New BEL Road,Quick Bites,Fast Food,200,Dine-out,New BEL Road,fast food quick bites newbelroad
Wedesi,No,No,3.700448817952718,0,Electronic City,Quick Bites,North Indian,250,Dine-out,Electronic City,north indian quick bites electroniccity
Faasos,Yes,No,4.2,415,Banashankari,Quick Bites,"North Indian, Biryani, Fast Food",500,Delivery,Banashankari,north indian biryani fast food quick bites banashankari
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,"Andhra, North Indian, Chinese",600,Delivery,Brigade Road,andhra north indian chinese casual dining brigaderoad
Retreat Restaurant,Yes,No,3.5,86,RT Nagar,Casual Dining,"Chinese, North Indian",500,Delivery,Frazer Town,chinese north indian casual dining frazertown
New Udupi Grand Hotel,No,No,3.2,5,Magadi Road,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out,Rajajinagar,south indian north indian chinese quick bites rajajinagar
Sethi's,Yes,No,3.700448817952718,0,JP Nagar,Delivery,"North Indian, Chinese, BBQ",600,Delivery,Bannerghatta Road,north indian chinese bbq delivery bannerghattaroad
Ganesh Restaurant,Yes,No,3.7,51,Koramangala 5th Block,Quick Bites,"Chinese, Street Food",300,Delivery,BTM,chinese street food quick bites btm
Alibi - Maya International Hotel,No,No,1.8,224,Church Street,Casual Dining,"North Indian, Continental, Chinese","1,200",Dine-out,Brigade Road,north indian continental chinese casual dining brigaderoad
Gelato Italiano,Yes,No,3.2,4,Kammanahalli,"Dessert Parlor, Bakery","Ice Cream, Desserts, Bakery",200,Delivery,Brigade Road,ice cream desserts bakery dessert parlor bakery brigaderoad
Fire Station,No,Yes,4.4,808,Electronic City,"Pub, Casual Dining","Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese","1,200",Buffet,Electronic City,continental mexican burger desserts italian pizza north indian chinese pub casual dining electroniccity
Mr. Anbu'g Ambur Biryani,No,No,3.2,4,Richmond Road,Quick Bites,Biryani,300,Dine-out,Brigade Road,biryani quick bites brigaderoad
Indian Gola Co.,No,No,3.700448817952718,0,Koramangala 5th Block,Quick Bites,Fast Food,200,Dine-out,BTM,fast food quick bites btm
Halli Oota,No,No,3.3,6,St. Marks Road,Casual Dining,"South Indian, Biryani",450,Delivery,Brigade Road,south indian biryani casual dining brigaderoad
Bhavani Military Hotel,Yes,No,3.700448817952718,0,RT Nagar,Quick Bites,"Maharashtrian, Mughlai, Fast Food",300,Dine-out,Frazer Town,maharashtrian mughlai fast food quick bites frazertown
Lord Of The Kitchen,Yes,No,3.9,56,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",350,Delivery,Banashankari,north indian chinese quick bites banashankari
Lama Restaurant,No,No,3.700448817952718,0,City Market,Quick Bites,"North Indian, Chinese, Biryani",250,Delivery,Basavanagudi,north indian chinese biryani quick bites basavanagudi
Me And My Cake,No,No,3.700448817952718,0,Banashankari,Delivery,"Bakery, Desserts",500,Delivery,Banashankari,bakery desserts delivery banashankari
Sankalp Reddy Restaurant,Yes,No,3.9,33,Electronic City,Quick Bites,"South Indian, Andhra, Biryani",300,Delivery,Electronic City,south indian andhra biryani quick bites electroniccity
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery,Banashankari,south indian north indian chinese quick bites banashankari
Mazedaar,No,No,3.2,10,HBR Layout,Quick Bites,"North Indian, Chinese",300,Delivery,Kalyan Nagar,north indian chinese quick bites kalyannagar
Tandoor Nation,Yes,No,3.0,39,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,Bannerghatta Road,north indian chinese quick bites bannerghattaroad
Ooty Dreams,No,No,3.700448817952718,0,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",250,Desserts,Bannerghatta Road,desserts ice cream dessert parlor bannerghattaroad
Arabian Mexico,Yes,No,3.4,43,Bannerghatta Road,Quick Bites,"Fast Food, Arabian",400,Delivery,Bannerghatta Road,fast food arabian quick bites bannerghattaroad
The Food Dude,Yes,No,4.0,176,Koramangala 6th Block,Delivery,"Fast Food, Burger, Sandwich, Pizza",300,Delivery,Brigade Road,fast food burger sandwich pizza delivery brigaderoad
Biryani Bazar,No,No,3.3,4,Indiranagar,Quick Bites,Biryani,250,Delivery,Indiranagar,biryani quick bites indiranagar
Maland Restaurant Veg & Non-Veg,No,No,3.700448817952718,0,JP Nagar,Quick Bites,North Indian,250,Dine-out,Bannerghatta Road,north indian quick bites bannerghattaroad
KurryWheels,Yes,No,3.4,8,North Bangalore,Food Truck,"North Indian, Chinese",200,Dine-out,New BEL Road,north indian chinese food truck newbelroad
Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari,north indian chinese quick bites banashankari
Waffle Square,Yes,No,3.9,24,Marathahalli,"Dessert Parlor, Beverage Shop","Desserts, Beverages, Ice Cream",300,Delivery,Brookefield,desserts beverages ice cream dessert parlor beverage shop brookefield
The Fresh Factor,No,No,3.1,14,Koramangala 6th Block,Quick Bites,"Juices, Sandwich",200,Delivery,Koramangala 4th Block,juices sandwich quick bites koramangala thblock
Golden Grill Restaurant,No,No,3.5,18,BTM,Casual Dining,"Arabian, Chinese, North Indian, Kerala, Seafood",550,Dine-out,BTM,arabian chinese north indian kerala seafood casual dining btm
Ging - Royal Orchid Central,Yes,Yes,4.3,225,MG Road,"Bar, Casual Dining",Asian,"2,000",Delivery,Brigade Road,asian bar casual dining brigaderoad
SLV Delite,No,No,3.0,21,Majestic,Casual Dining,"South Indian, North Indian",500,Dine-out,Lavelle Road,south indian north indian casual dining lavelleroad
Desi Vdesi,Yes,No,3.9,113,Shanti Nagar,Quick Bites,"Fast Food, North Indian, Rolls",250,Delivery,Basavanagudi,fast food north indian rolls quick bites basavanagudi
Big Chick Fried Chicken,Yes,No,3.5,11,Kaggadasapura,Quick Bites,Fast Food,400,Delivery,Marathahalli,fast food quick bites marathahalli
Biriyani Mane,Yes,No,3.8,130,Jayanagar,Quick Bites,"North Indian, Biryani",400,Delivery,Banashankari,north indian biryani quick bites banashankari
The Sugar Fairy,No,No,4.3,241,Frazer Town,Bakery,"Bakery, Desserts",100,Delivery,Frazer Town,bakery desserts bakery frazertown
Sri Shyam Sweets & Snacks,No,No,3.700448817952718,0,JP Nagar,Quick Bites,"Fast Food, Street Food",100,Delivery,Bannerghatta Road,fast food street food quick bites bannerghattaroad
Tasty Box,Yes,No,3.700448817952718,0,East Bangalore,Delivery,"Arabian, Mughlai, Chinese, Biryani",300,Delivery,Brookefield,arabian mughlai chinese biryani delivery brookefield
Kartik,No,No,3.4,6,Banaswadi,"Casual Dining, Bar","Chinese, North Indian",700,Delivery,Kalyan Nagar,chinese north indian casual dining bar kalyannagar
Samruddhi Biryani,Yes,No,3.0,45,Bannerghatta Road,Delivery,"Biryani, North Indian",700,Delivery,Bannerghatta Road,biryani north indian delivery bannerghattaroad
100C,No,No,3.7,41,BTM,Casual Dining,"Biryani, North Indian",450,Dine-out,BTM,biryani north indian casual dining btm
Vayam Veg Fine Dine,Yes,No,3.8,36,Magadi Road,Casual Dining,"North Indian, South Indian, Chinese, Mexican",700,Delivery,Rajajinagar,north indian south indian chinese mexican casual dining rajajinagar
Shiv Shakthi,Yes,No,4.0,175,HSR,Quick Bites,"Street Food, North Indian",100,Delivery,BTM,street food north indian quick bites btm
Shake N Snack,No,No,3.6,18,Shanti Nagar,Beverage Shop,"Beverages, Fast Food",200,Delivery,Brigade Road,beverages fast food beverage shop brigaderoad
Foodys Adda,No,No,3.2,4,Bommanahalli,Quick Bites,Fast Food,300,Delivery,HSR,fast food quick bites hsr
Pallavi Restaurant,Yes,Yes,3.8,490,Electronic City,Casual Dining,"Biryani, Chinese, Andhra",500,Delivery,Electronic City,biryani chinese andhra casual dining electroniccity
Navya Andhra Style Restaurant,No,No,3.5,12,Hosur Road,Delivery,"North Indian, South Indian",200,Delivery,BTM,north indian south indian delivery btm
The Beer Cafe,Yes,Yes,4.2,1168,Koramangala 4th Block,Pub,"Finger Food, Chinese, Italian, Burger","1,300",Delivery,BTM,finger food chinese italian burger pub btm
Purani Dilli By Anand Sweets,No,No,4.1,315,Bannerghatta Road,Quick Bites,"North Indian, Continental, Street Food",500,Dine-out,Bannerghatta Road,north indian continental street food quick bites bannerghattaroad
Jenisha Green View Restaurant,Yes,No,3.700448817952718,0,Ejipura,Quick Bites,"North Indian, Fast Food",500,Delivery,Indiranagar,north indian fast food quick bites indiranagar
The Cool Zone,No,No,3.700448817952718,0,Domlur,Beverage Shop,"Beverages, Juices",100,Dine-out,Indiranagar,beverages juices beverage shop indiranagar
T3H Cafe,No,No,3.9,93,Banashankari,Cafe,"Cafe, Italian, American",300,Cafes,Banashankari,cafe italian american cafe banashankari
Kentacky Chicken Corner,No,No,4.0,102,Richmond Road,Quick Bites,"Andhra, South Indian",300,Dine-out,Brigade Road,andhra south indian quick bites brigaderoad
The Shake Factory Originals,No,No,3.3,8,Bannerghatta Road,"Beverage Shop, Quick Bites","Beverages, Fast Food",200,Delivery,Bannerghatta Road,beverages fast food beverage shop quick bites bannerghattaroad
Mexican Taste,Yes,No,3.3,9,New BEL Road,"Takeaway, Delivery","Fast Food, Burger, Rolls, Salad",200,Delivery,Malleshwaram,fast food burger rolls salad takeaway delivery malleshwaram
New Nandan Family Restaurant,No,No,3.700448817952718,0,JP Nagar,Casual Dining,"Andhra, Chinese, North Indian, South Indian",450,Delivery,Bannerghatta Road,andhra chinese north indian south indian casual dining bannerghattaroad
4K Biryani,Yes,No,3.3,4,HSR,Delivery,"North Indian, Chinese",700,Delivery,HSR,north indian chinese delivery hsr
Grills & Rolls,Yes,No,2.5,321,JP Nagar,Quick Bites,"North Indian, Chinese, Fast Food, Rolls, Juices",400,Delivery,Bannerghatta Road,north indian chinese fast food rolls juices quick bites bannerghattaroad
Food Ras,Yes,Yes,4.3,1386,Electronic City,Casual Dining,"North Indian, Chinese, Japanese, European, Seafood",900,Delivery,Electronic City,north indian chinese japanese european seafood casual dining electroniccity
Hunger Twist,Yes,No,3.8,60,Kalyan Nagar,Delivery,"Fast Food, Burger",300,Delivery,Frazer Town,fast food burger delivery frazertown
Sky Lounge Bar - Svenska Design Hotel,Yes,Yes,4.0,537,Electronic City,"Bar, Casual Dining","North Indian, Pizza, Asian, Italian","1,500",Delivery,Electronic City,north indian pizza asian italian bar casual dining electroniccity
SV Bakery,No,No,3.700448817952718,0,Marathahalli,Quick Bites,Fast Food,200,Delivery,Marathahalli,fast food quick bites marathahalli
M9 - Citrus Hotels,No,No,3.1,10,Cunningham Road,Casual Dining,"North Indian, Continental, Finger Food",800,Dine-out,Brigade Road,north indian continental finger food casual dining brigaderoad
The Mylapore Cafe,Yes,No,4.1,119,HSR,Quick Bites,"South Indian, Kerala",200,Delivery,BTM,south indian kerala quick bites btm
